epoch,TF_output_loss,dist_output_loss,loss,val_TF_output_loss,val_dist_output_loss,val_loss
55,3516.602783203125,9.56904411315918,3526.1708984375,3543.55908203125,9.583443641662598,3553.14111328125
56,3514.346435546875,9.565616607666016,3523.91455078125,3532.921630859375,9.603707313537598,3542.525390625
57,3514.06396484375,9.5604829788208,3523.625732421875,3537.662353515625,9.600312232971191,3547.2626953125
58,3512.23876953125,9.556997299194336,3521.796142578125,3524.049072265625,9.595218658447266,3533.64453125
59,3511.087890625,9.55202865600586,3520.640869140625,3510.1376953125,9.57524585723877,3519.7138671875
60,3509.247314453125,9.54454517364502,3518.790771484375,3517.598388671875,9.617185592651367,3527.21533203125
61,3508.3076171875,9.5443115234375,3517.850830078125,3519.6162109375,9.608098983764648,3529.225341796875
62,3506.588623046875,9.541257858276367,3516.131103515625,3523.046875,9.563311576843262,3532.610595703125
63,3505.51611328125,9.535379409790039,3515.052490234375,3524.8369140625,9.558314323425293,3534.3974609375
64,3504.917724609375,9.531636238098145,3514.4462890625,3518.243408203125,9.544282913208008,3527.788330078125
65,3503.93505859375,9.529411315917969,3513.4638671875,3515.966552734375,9.575968742370605,3525.5419921875
66,3502.2919921875,9.52444839477539,3511.8193359375,3511.5693359375,9.574711799621582,3521.142578125
67,3501.494384765625,9.519723892211914,3511.016845703125,3509.427490234375,9.554633140563965,3518.9814453125
68,3501.015380859375,9.517765045166016,3510.529296875,3511.89794921875,9.535722732543945,3521.433837890625
69,3498.00244140625,9.511848449707031,3507.5185546875,3517.740234375,9.571089744567871,3527.31201171875
70,3499.00048828125,9.509157180786133,3508.51416015625,3508.228515625,9.552738189697266,3517.78125
71,3496.928466796875,9.505940437316895,3506.431640625,3513.763427734375,9.544598579406738,3523.30810546875
72,3496.3681640625,9.50504207611084,3505.873779296875,3514.622802734375,9.588619232177734,3524.2109375
73,3494.86669921875,9.496840476989746,3504.363037109375,3495.61376953125,9.53634262084961,3505.148681640625
74,3493.929931640625,9.495546340942383,3503.42431640625,3495.662109375,9.545516967773438,3505.2080078125
75,3493.434814453125,9.49260425567627,3502.92724609375,3503.869384765625,9.523321151733398,3513.39306640625
76,3493.082275390625,9.488225936889648,3502.572509765625,3499.22265625,9.53989315032959,3508.7626953125
77,3491.3349609375,9.48635196685791,3500.822509765625,3504.003173828125,9.50619888305664,3513.510009765625
78,3491.081298828125,9.482244491577148,3500.563720703125,3518.477294921875,9.54820442199707,3528.025390625
79,3489.955322265625,9.478182792663574,3499.43017578125,3494.01611328125,9.56189250946045,3503.57763671875
80,3489.068115234375,9.47478199005127,3498.543212890625,3498.184814453125,9.555118560791016,3507.740966796875
81,3487.9501953125,9.471415519714355,3497.4189453125,3514.874755859375,9.52573013305664,3524.399169921875
82,3487.8203125,9.466337203979492,3497.284912109375,3500.23828125,9.47597599029541,3509.71533203125
83,3486.369384765625,9.466805458068848,3495.832275390625,3506.399169921875,9.506758689880371,3515.90625
84,3486.073486328125,9.461662292480469,3495.5400390625,3498.495361328125,9.48973274230957,3507.986572265625
85,3485.1162109375,9.458019256591797,3494.575439453125,3499.377685546875,9.461700439453125,3508.83740234375
86,3484.669921875,9.456217765808105,3494.124267578125,3492.177734375,9.494122505187988,3501.6708984375
87,3483.7412109375,9.453115463256836,3493.1962890625,3492.486083984375,9.504557609558105,3501.989990234375
88,3482.529541015625,9.451422691345215,3491.97802734375,3491.968994140625,9.474509239196777,3501.44287109375
89,3481.751708984375,9.447657585144043,3491.19775390625,3517.223388671875,9.474198341369629,3526.697509765625
90,3480.9794921875,9.444497108459473,3490.4267578125,3486.505859375,9.456765174865723,3495.962646484375
91,3480.25,9.443053245544434,3489.697265625,3484.0654296875,9.445511817932129,3493.510498046875
92,3480.12353515625,9.440695762634277,3489.56494140625,3487.466064453125,9.480740547180176,3496.947998046875
93,3479.548095703125,9.436258316040039,3488.98681640625,3493.99853515625,9.436967849731445,3503.435546875
94,3478.653076171875,9.43365478515625,3488.087646484375,3487.791748046875,9.465052604675293,3497.257080078125
95,3478.45458984375,9.433053970336914,3487.8896484375,3505.359375,9.436996459960938,3514.798828125
96,3477.28759765625,9.429150581359863,3486.71630859375,3486.3779296875,9.43860912322998,3495.817138671875
97,3477.51708984375,9.426448822021484,3486.9404296875,3488.7353515625,9.484715461730957,3498.2197265625
98,3475.917724609375,9.423935890197754,3485.344970703125,3492.97607421875,9.49315357208252,3502.47021484375
99,3475.72705078125,9.423054695129395,3485.1533203125,3485.9365234375,9.451079368591309,3495.386962890625
100,3475.62060546875,9.419340133666992,3485.035888671875,3482.572509765625,9.4628324508667,3492.03369140625
101,3474.804443359375,9.417527198791504,3484.218994140625,3480.613037109375,9.453126907348633,3490.065673828125
102,3474.396728515625,9.412781715393066,3483.805419921875,3495.264892578125,9.423702239990234,3504.6884765625
103,3473.536376953125,9.411791801452637,3482.943603515625,3482.83984375,9.439327239990234,3492.278564453125
104,3472.483642578125,9.409771919250488,3481.894287109375,3484.08544921875,9.44250202178955,3493.527099609375
105,3471.923095703125,9.410593032836914,3481.33203125,3490.126953125,9.41965103149414,3499.545654296875
106,3471.447998046875,9.406378746032715,3480.853515625,3492.108642578125,9.444489479064941,3501.551025390625
107,3471.263671875,9.402443885803223,3480.6650390625,3479.639892578125,9.453873634338379,3489.0947265625
108,3470.18310546875,9.402922630310059,3479.586669921875,3483.864990234375,9.444247245788574,3493.3115234375
109,3470.329345703125,9.400629043579102,3479.72900390625,3479.51416015625,9.402613639831543,3488.91845703125
110,3469.780029296875,9.396363258361816,3479.17626953125,3484.5205078125,9.404488563537598,3493.926513671875
111,3470.115966796875,9.395042419433594,3479.5078125,3491.8681640625,9.439189910888672,3501.30859375
112,3468.939697265625,9.394378662109375,3478.334716796875,3480.626953125,9.40014934539795,3490.026611328125
113,3468.0673828125,9.3926362991333,3477.45849609375,3489.09814453125,9.410375595092773,3498.509033203125
114,3467.887939453125,9.39048957824707,3477.274658203125,3475.97900390625,9.439088821411133,3485.41943359375
115,3466.833740234375,9.386147499084473,3476.21875,3492.352294921875,9.438087463378906,3501.788330078125
116,3466.363037109375,9.382699012756348,3475.742919921875,3510.3271484375,9.445070266723633,3519.7724609375
117,3466.330810546875,9.381903648376465,3475.71533203125,3466.756103515625,9.3935546875,3476.149169921875
118,3465.75439453125,9.381659507751465,3475.135986328125,3479.871337890625,9.400651931762695,3489.272705078125
119,3465.52294921875,9.377409934997559,3474.897705078125,3480.96435546875,9.39036750793457,3490.35400390625
120,3465.156005859375,9.374356269836426,3474.5283203125,3486.80419921875,9.41214656829834,3496.216796875
121,3465.652587890625,9.375641822814941,3475.02734375,3471.003662109375,9.373528480529785,3480.375732421875
122,3464.3466796875,9.371158599853516,3473.716796875,3470.767578125,9.398018836975098,3480.166259765625
123,3463.272216796875,9.365893363952637,3472.64111328125,3467.810791015625,9.361820220947266,3477.171142578125
124,3462.988037109375,9.368395805358887,3472.356689453125,3474.983642578125,9.398600578308105,3484.38330078125
125,3462.98046875,9.363801002502441,3472.33935546875,3472.709228515625,9.382660865783691,3482.0908203125
126,3462.366943359375,9.36265754699707,3471.729248046875,3475.216796875,9.381426811218262,3484.597412109375
127,3461.427001953125,9.35851001739502,3470.7880859375,3472.255859375,9.380516052246094,3481.636962890625
128,3461.77978515625,9.355778694152832,3471.13623046875,3472.861572265625,9.392605781555176,3482.255615234375
129,3460.501953125,9.355124473571777,3469.855712890625,3462.625244140625,9.368162155151367,3471.99462890625
130,3460.754638671875,9.351913452148438,3470.109619140625,3472.31298828125,9.339865684509277,3481.65380859375
131,3460.005859375,9.35045051574707,3469.3583984375,3474.523193359375,9.359925270080566,3483.885498046875
132,3459.255615234375,9.35060977935791,3468.60888671875,3469.359619140625,9.407744407653809,3478.7685546875
133,3458.741455078125,9.348101615905762,3468.08984375,3466.0390625,9.360759735107422,3475.400634765625
134,3458.707275390625,9.343501091003418,3468.051513671875,3471.370361328125,9.36489200592041,3480.735107421875
135,3458.340576171875,9.34187126159668,3467.683349609375,3474.29248046875,9.356881141662598,3483.64990234375
136,3457.513427734375,9.338837623596191,3466.85302734375,3475.776611328125,9.339132308959961,3485.115478515625
137,3457.268310546875,9.33841323852539,3466.608154296875,3468.29248046875,9.349249839782715,3477.641845703125
138,3457.287109375,9.332124710083008,3466.618896484375,3471.28662109375,9.352170944213867,3480.638671875
139,3456.626220703125,9.331594467163086,3465.95947265625,3461.7470703125,9.347007751464844,3471.094970703125
140,3456.201171875,9.327570915222168,3465.5263671875,3464.41845703125,9.374014854431152,3473.795654296875
141,3455.8681640625,9.32756233215332,3465.1923828125,3468.1396484375,9.353060722351074,3477.493408203125
142,3455.3671875,9.327753067016602,3464.691162109375,3464.25341796875,9.36327075958252,3473.61767578125
143,3455.3388671875,9.325145721435547,3464.659912109375,3463.874267578125,9.362878799438477,3473.23828125
144,3454.864990234375,9.325620651245117,3464.189453125,3467.535888671875,9.362009048461914,3476.897705078125
145,3454.154052734375,9.319234848022461,3463.474853515625,3460.70703125,9.355572700500488,3470.06201171875
146,3454.512451171875,9.31678295135498,3463.832763671875,3466.3994140625,9.343531608581543,3475.742431640625
147,3453.458984375,9.314162254333496,3462.77392578125,3465.775634765625,9.350062370300293,3475.12451171875
148,3453.40966796875,9.315037727355957,3462.7255859375,3471.114013671875,9.369178771972656,3480.48193359375
149,3452.1279296875,9.310532569885254,3461.43994140625,3463.737548828125,9.354138374328613,3473.09228515625
150,3452.945556640625,9.3103666305542,3462.258056640625,3465.991943359375,9.362732887268066,3475.353759765625
151,3452.218505859375,9.30884838104248,3461.5302734375,3464.993896484375,9.34175968170166,3474.336669921875
152,3451.4384765625,9.30434513092041,3460.7451171875,3461.848876953125,9.360400199890137,3471.208984375
153,3451.684814453125,9.30312728881836,3460.9873046875,3457.1796875,9.357963562011719,3466.538330078125
154,3450.877197265625,9.30223274230957,3460.181640625,3461.6650390625,9.333256721496582,3470.998291015625
155,3450.709228515625,9.299966812133789,3460.0068359375,3465.419921875,9.319233894348145,3474.73779296875
156,3451.229248046875,9.300192832946777,3460.533203125,3458.0859375,9.333375930786133,3467.418701171875
157,3449.5458984375,9.298577308654785,3458.843994140625,3459.6142578125,9.33692455291748,3468.950927734375
158,3450.09521484375,9.298321723937988,3459.395751953125,3471.080322265625,9.326559066772461,3480.40625
159,3449.84375,9.293899536132812,3459.138671875,3461.744384765625,9.34926986694336,3471.09375
160,3449.5419921875,9.292635917663574,3458.8349609375,3480.859130859375,9.336620330810547,3490.195556640625
161,3448.793212890625,9.287705421447754,3458.080810546875,3464.54443359375,9.330182075500488,3473.874267578125
162,3448.499755859375,9.292545318603516,3457.787841796875,3454.41455078125,9.302203178405762,3463.717529296875
163,3448.155517578125,9.288209915161133,3457.43994140625,3459.075927734375,9.361467361450195,3468.438232421875
164,3447.966552734375,9.288168907165527,3457.25341796875,3452.610107421875,9.324568748474121,3461.93408203125
165,3447.35791015625,9.285024642944336,3456.6416015625,3455.40771484375,9.312317848205566,3464.72021484375
166,3447.0458984375,9.2822847366333,3456.32470703125,3467.604248046875,9.32648754119873,3476.93115234375
167,3445.843017578125,9.279303550720215,3455.122314453125,3461.34716796875,9.285909652709961,3470.63525390625
168,3447.092041015625,9.282759666442871,3456.3740234375,3455.2705078125,9.30173397064209,3464.573486328125
169,3445.962890625,9.280896186828613,3455.244384765625,3451.64990234375,9.329840660095215,3460.978759765625
170,3444.958984375,9.278371810913086,3454.2373046875,3453.727294921875,9.315192222595215,3463.04345703125
171,3445.74609375,9.277524948120117,3455.02294921875,3456.391845703125,9.28303050994873,3465.675537109375
172,3443.927001953125,9.273703575134277,3453.2001953125,3474.794189453125,9.307966232299805,3484.1025390625
173,3444.811767578125,9.272621154785156,3454.08154296875,3455.094970703125,9.30925178527832,3464.40234375
174,3444.62744140625,9.270360946655273,3453.90283203125,3452.96337890625,9.325915336608887,3462.289794921875
175,3444.35546875,9.269046783447266,3453.626220703125,3451.02587890625,9.3101806640625,3460.336669921875
176,3444.47216796875,9.268168449401855,3453.740966796875,3445.626220703125,9.301254272460938,3454.92822265625
177,3443.566162109375,9.267349243164062,3452.83642578125,3454.331787109375,9.292574882507324,3463.6259765625
178,3443.15478515625,9.266067504882812,3452.42138671875,3458.23876953125,9.279034614562988,3467.51806640625
179,3443.716796875,9.265912055969238,3452.984130859375,3452.513916015625,9.31518268585205,3461.8291015625
180,3444.080322265625,9.26391315460205,3453.344970703125,3454.11328125,9.287487983703613,3463.40087890625
181,3443.087646484375,9.262121200561523,3452.348876953125,3457.14892578125,9.309192657470703,3466.455810546875
182,3441.68994140625,9.261131286621094,3450.955078125,3456.285400390625,9.279703140258789,3465.566162109375
183,3441.9150390625,9.257736206054688,3451.172607421875,3465.382080078125,9.288400650024414,3474.669677734375
184,3442.36669921875,9.257774353027344,3451.625244140625,3467.284423828125,9.316550254821777,3476.601318359375
185,3441.31201171875,9.256875991821289,3450.572509765625,3451.1884765625,9.30361270904541,3460.49169921875
186,3441.25439453125,9.25646686553955,3450.51611328125,3463.275146484375,9.297338485717773,3472.57080078125
187,3440.83349609375,9.255758285522461,3450.091064453125,3447.2265625,9.308472633361816,3456.53466796875
188,3440.65185546875,9.254027366638184,3449.906982421875,3450.116455078125,9.301136016845703,3459.41748046875
189,3440.200927734375,9.2509126663208,3449.45068359375,3451.287109375,9.298856735229492,3460.58642578125
190,3440.080810546875,9.25300407409668,3449.338623046875,3458.8544921875,9.299704551696777,3468.153076171875
191,3439.361572265625,9.250055313110352,3448.609375,3460.544189453125,9.279121398925781,3469.823486328125
192,3439.41015625,9.248201370239258,3448.65625,3455.349853515625,9.253715515136719,3464.60498046875
193,3440.5068359375,9.24393081665039,3449.750732421875,3448.4609375,9.267775535583496,3457.727294921875
194,3439.1123046875,9.246708869934082,3448.358642578125,3452.064208984375,9.291742324829102,3461.355712890625
195,3438.390625,9.247940063476562,3447.637939453125,3451.483642578125,9.285929679870605,3460.768798828125
196,3438.79296875,9.2428560256958,3448.034423828125,3447.3564453125,9.301143646240234,3456.657470703125
197,3437.69970703125,9.24096393585205,3446.93896484375,3442.42041015625,9.303979873657227,3451.724609375
198,3437.82373046875,9.240110397338867,3447.061279296875,3449.042236328125,9.29523754119873,3458.337890625
199,3437.432373046875,9.240504264831543,3446.670166015625,3462.163818359375,9.27108097076416,3471.434326171875
