epoch,TF_output_loss,dist_output_loss,loss,val_TF_output_loss,val_dist_output_loss,val_loss
0,5740.1474609375,14.37890338897705,5754.52197265625,4691.32666015625,10.800947189331055,4702.12646484375
1,4506.26953125,10.67544174194336,4516.9462890625,4359.4931640625,10.680545806884766,4370.1748046875
2,4274.68017578125,10.582992553710938,4285.26318359375,4199.23486328125,10.603044509887695,4209.8369140625
3,4144.4033203125,10.496718406677246,4154.89794921875,4115.8271484375,10.48581314086914,4126.314453125
4,4059.537353515625,10.421009063720703,4069.959228515625,4015.648193359375,10.401448249816895,4026.0498046875
5,3992.712646484375,10.341269493103027,4003.052734375,3958.75341796875,10.352869987487793,3969.105712890625
6,3946.384765625,10.287145614624023,3956.66943359375,3923.116943359375,10.344841003417969,3933.4609375
7,3910.991943359375,10.254940032958984,3921.24853515625,3910.374267578125,10.345050811767578,3920.718505859375
8,3882.5693359375,10.232850074768066,3892.802978515625,3877.44970703125,10.296042442321777,3887.746826171875
9,3860.018310546875,10.215309143066406,3870.23291015625,3869.329345703125,10.283268928527832,3879.612060546875
10,3841.611083984375,10.199151992797852,3851.80419921875,3831.2158203125,10.2593355178833,3841.47216796875
11,3823.818603515625,10.184746742248535,3834.006103515625,3824.3896484375,10.25252628326416,3834.64208984375
12,3810.72998046875,10.17078971862793,3820.90087890625,3806.080078125,10.255807876586914,3816.333740234375
13,3797.093505859375,10.157172203063965,3807.251953125,3799.00830078125,10.199119567871094,3809.203125
14,3786.392333984375,10.142621040344238,3796.5322265625,3798.796630859375,10.164921760559082,3808.961181640625
15,3776.336669921875,10.13059139251709,3786.46728515625,3780.5224609375,10.155336380004883,3790.6787109375
16,3767.86669921875,10.11618423461914,3777.986083984375,3768.99951171875,10.192154884338379,3779.189697265625
17,3758.279052734375,10.10115909576416,3768.380859375,3747.69091796875,10.15793228149414,3757.848876953125
18,3751.003662109375,10.089550018310547,3761.091796875,3752.72265625,10.147951126098633,3762.86865234375
19,3744.0986328125,10.077469825744629,3754.177978515625,3755.123046875,10.139631271362305,3765.259521484375
20,3737.583984375,10.067506790161133,3747.65234375,3752.817626953125,10.152790069580078,3762.97021484375
21,3731.75732421875,10.057475090026855,3741.817138671875,3739.8642578125,10.12783145904541,3749.99169921875
22,3726.26123046875,10.050182342529297,3736.31005859375,3751.127685546875,10.123154640197754,3761.250244140625
23,3719.71337890625,10.041773796081543,3729.7548828125,3722.36328125,10.121930122375488,3732.485107421875
24,3715.93310546875,10.035150527954102,3725.9697265625,3720.118896484375,10.065847396850586,3730.184326171875
25,3711.39501953125,10.024273872375488,3721.41748046875,3719.326904296875,10.081562042236328,3729.40966796875
26,3705.525146484375,10.014396667480469,3715.53857421875,3718.68310546875,10.0590181350708,3728.74072265625
27,3702.027587890625,10.009086608886719,3712.040771484375,3713.99951171875,10.029879570007324,3724.0302734375
28,3698.238525390625,10.000633239746094,3708.236572265625,3714.047607421875,10.031471252441406,3724.07958984375
29,3694.42333984375,9.99384593963623,3704.416748046875,3694.528076171875,10.053556442260742,3704.57958984375
30,3689.95849609375,9.986684799194336,3699.95068359375,3703.892822265625,10.008828163146973,3713.901123046875
31,3688.41650390625,9.976821899414062,3698.397705078125,3704.557373046875,9.990352630615234,3714.548095703125
32,3684.73583984375,9.972301483154297,3694.707275390625,3699.7890625,9.995051383972168,3709.78515625
33,3681.572021484375,9.965958595275879,3691.534912109375,3688.05126953125,9.99554443359375,3698.047607421875
34,3678.59423828125,9.959253311157227,3688.55419921875,3690.6875,9.99241828918457,3700.67724609375
35,3675.44140625,9.953413009643555,3685.397216796875,3675.498779296875,9.975959777832031,3685.473876953125
36,3672.52001953125,9.94766616821289,3682.46484375,3682.023193359375,9.970518112182617,3691.9931640625
37,3670.543701171875,9.943628311157227,3680.490966796875,3671.0498046875,9.927210807800293,3680.976806640625
38,3667.358154296875,9.938760757446289,3677.291259765625,3687.845703125,9.926011085510254,3697.771240234375
39,3665.990234375,9.933232307434082,3675.922607421875,3670.46240234375,9.966147422790527,3680.427734375
40,3663.65771484375,9.926856994628906,3673.58251953125,3675.983154296875,9.951859474182129,3685.93505859375
41,3660.380126953125,9.925847053527832,3670.3095703125,3670.3359375,9.978775978088379,3680.316162109375
42,3659.343505859375,9.918386459350586,3669.26416015625,3677.368896484375,9.976190567016602,3687.346435546875
43,3657.5029296875,9.915462493896484,3667.418701171875,3667.319580078125,9.941222190856934,3677.26171875
